Hybrid,Parent1,Parent2,train,test,vcf
PHT69/PHZ51,PHT69,PHZ51,TRUE,FALSE,TRUE
PHV37/DK3IIH6,PHV37,DK3IIH6,TRUE,FALSE,TRUE
PHV63/LH123HT,PHV63,LH123HT,TRUE,FALSE,FALSE
PHV63/LH185,PHV63,LH185,TRUE,FALSE,TRUE
PHV63/LH195,PHV63,LH195,TRUE,FALSE,TRUE
PHV63/LH210,PHV63,LH210,TRUE,FALSE,TRUE
PHV63/LH82,PHV63,LH82,TRUE,FALSE,TRUE
PHV63/NK787,PHV63,NK787,TRUE,FALSE,TRUE
PHV63/PB80,PHV63,PB80,TRUE,FALSE,TRUE
PHV63/PGM49,PHV63,PGM49,TRUE,FALSE,FALSE
PHV63/PH210,PHV63,PH210,TRUE,FALSE,FALSE
PHV63/PHB47,PHV63,PHB47,TRUE,FALSE,TRUE
PHV63/PHJ65,PHV63,PHJ65,TRUE,FALSE,TRUE
PHV63/PHM49,PHV63,PHM49,TRUE,FALSE,TRUE
PHV63/PHM57,PHV63,PHM57,TRUE,FALSE,TRUE
PHV63/PHN47,PHV63,PHN47,TRUE,FALSE,TRUE
PHV63/PHN82,PHV63,PHN82,TRUE,FALSE,TRUE
PHV63/PHP60,PHV63,PHP60,TRUE,FALSE,TRUE
PHV63/PHR03,PHV63,PHR03,TRUE,FALSE,TRUE
PHV63/PHR55,PHV63,PHR55,TRUE,FALSE,TRUE
PHV63/PHR63,PHV63,PHR63,TRUE,FALSE,TRUE
PHV63/PHW30,PHV63,PHW30,TRUE,FALSE,TRUE
PHV63/PHW53,PHV63,PHW53,TRUE,FALSE,TRUE
PHV63/PHZ51,PHV63,PHZ51,TRUE,FALSE,TRUE
PHV63/Q381,PHV63,Q381,TRUE,FALSE,TRUE
PHW03/LH145,PHW03,LH145,TRUE,FALSE,TRUE
PHW03/PHRE1,PHW03,PHRE1,TRUE,FALSE,TRUE
PHW03/S8324,PHW03,S8324,TRUE,FALSE,TRUE
PHW30/LH244,PHW30,LH244,FALSE,TRUE,TRUE
PHW30/LH82,PHW30,LH82,TRUE,FALSE,TRUE
PHW30/PHZ51,PHW30,PHZ51,TRUE,FALSE,TRUE
PHW30_MO17-010-(2N)-01/LH244,PHW30_MO17-010-(2N)-01,LH244,FALSE,TRUE,TRUE
PHW30_MO17-032-(2N)-01/LH244,PHW30_MO17-032-(2N)-01,LH244,FALSE,TRUE,TRUE
PHW30_MO17-095-(2N)-01/LH244,PHW30_MO17-095-(2N)-01,LH244,FALSE,TRUE,TRUE
PHW30_MO17-129-(2N)-01/LH244,PHW30_MO17-129-(2N)-01,LH244,FALSE,TRUE,TRUE
PHW30_MO17-178-(2N)-01/LH244,PHW30_MO17-178-(2N)-01,LH244,FALSE,TRUE,TRUE
PHW30_MO17-234-(2N)-02/LH244,PHW30_MO17-234-(2N)-02,LH244,FALSE,TRUE,TRUE
PHW30_MO17-299-(2N)-01/LH244,PHW30_MO17-299-(2N)-01,LH244,FALSE,TRUE,TRUE
PHW52/LH123HT,PHW52,LH123HT,TRUE,FALSE,FALSE
PHW52/LH185,PHW52,LH185,TRUE,FALSE,TRUE
PHW52/LH210,PHW52,LH210,TRUE,FALSE,TRUE
PHW52/LH38,PHW52,LH38,TRUE,FALSE,TRUE
PHW52/LH51,PHW52,LH51,TRUE,FALSE,TRUE
PHW52/LH82,PHW52,LH82,TRUE,FALSE,TRUE
PHW52/NK787,PHW52,NK787,TRUE,FALSE,TRUE
PHW52/PHG29,PHW52,PHG29,TRUE,FALSE,TRUE
PHW52/PHG35,PHW52,PHG35,TRUE,FALSE,TRUE
PHW52/PHG47,PHW52,PHG47,TRUE,FALSE,TRUE
PHW52/PHG83,PHW52,PHG83,TRUE,FALSE,TRUE
PHW52/PHJ65,PHW52,PHJ65,TRUE,FALSE,TRUE
PHW52/PHK56,PHW52,PHK56,TRUE,FALSE,TRUE
PHW52/PHK76,PHW52,PHK76,TRUE,FALSE,TRUE
PHW52/PHM49,PHW52,PHM49,TRUE,TRUE,TRUE
PHW52/PHM57,PHW52,PHM57,TRUE,FALSE,TRUE
PHW52/PHN37,PHW52,PHN37,TRUE,FALSE,FALSE
PHW52/PHN47,PHW52,PHN47,TRUE,FALSE,TRUE
PHW52/PHN82,PHW52,PHN82,TRUE,TRUE,TRUE
PHW52/PHP60,PHW52,PHP60,TRUE,FALSE,TRUE
PHW52/PHR03,PHW52,PHR03,TRUE,FALSE,TRUE
PHW52/PHR55,PHW52,PHR55,TRUE,FALSE,TRUE
PHW52/PHR63,PHW52,PHR63,TRUE,FALSE,TRUE
PHW52/PHW30,PHW52,PHW30,TRUE,FALSE,TRUE
PHW52/PHW53,PHW52,PHW53,TRUE,FALSE,TRUE
PHW52/PHZ51,PHW52,PHZ51,TRUE,FALSE,TRUE
PHW52/Q381,PHW52,Q381,TRUE,FALSE,TRUE
PHW52/TX205,PHW52,TX205,TRUE,FALSE,TRUE
PHW53/LH123HT,PHW53,LH123HT,TRUE,FALSE,FALSE
PHW53/LH82,PHW53,LH82,TRUE,FALSE,TRUE
PHW53/PHB47,PHW53,PHB47,TRUE,FALSE,TRUE
PHW53/PHZ51,PHW53,PHZ51,TRUE,FALSE,TRUE
PHW65/LH195,PHW65,LH195,TRUE,FALSE,TRUE
PHW65/LH244,PHW65,LH244,FALSE,TRUE,TRUE
PHW65/LH82,PHW65,LH82,TRUE,FALSE,TRUE
PHW65/PHB47,PHW65,PHB47,TRUE,FALSE,TRUE
PHW65/PHT69,PHW65,PHT69,TRUE,FALSE,TRUE
PHW65/PHZ51,PHW65,PHZ51,TRUE,FALSE,TRUE
PHW65_MOG_0001/LH195,PHW65_MOG_0001,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0001/PHT69,PHW65_MOG_0001,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0003/LH195,PHW65_MOG_0003,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0003/PHT69,PHW65_MOG_0003,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0006/LH195,PHW65_MOG_0006,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0006/PHT69,PHW65_MOG_0006,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0009/LH195,PHW65_MOG_0009,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0009/PHT69,PHW65_MOG_0009,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0012/LH185,PHW65_MOG_0012,LH185,TRUE,FALSE,TRUE
PHW65_MOG_0012/LH195,PHW65_MOG_0012,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0012/LH198,PHW65_MOG_0012,LH198,TRUE,FALSE,TRUE
PHW65_MOG_0012/PB80,PHW65_MOG_0012,PB80,TRUE,FALSE,TRUE
PHW65_MOG_0012/PHB47,PHW65_MOG_0012,PHB47,TRUE,FALSE,TRUE
PHW65_MOG_0012/PHT69,PHW65_MOG_0012,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0014/LH195,PHW65_MOG_0014,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0014/PHT69,PHW65_MOG_0014,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0015/LH195,PHW65_MOG_0015,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0015/PHT69,PHW65_MOG_0015,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0016/LH195,PHW65_MOG_0016,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0016/PHT69,PHW65_MOG_0016,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0017/LH195,PHW65_MOG_0017,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0017/PHT69,PHW65_MOG_0017,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0018/LH195,PHW65_MOG_0018,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0018/PHT69,PHW65_MOG_0018,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0021/LH195,PHW65_MOG_0021,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0021/PHT69,PHW65_MOG_0021,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0022/LH195,PHW65_MOG_0022,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0022/PHT69,PHW65_MOG_0022,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0024/LH195,PHW65_MOG_0024,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0024/PHT69,PHW65_MOG_0024,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0025/LH195,PHW65_MOG_0025,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0025/PHT69,PHW65_MOG_0025,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0029/LH195,PHW65_MOG_0029,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0029/PB80,PHW65_MOG_0029,PB80,TRUE,FALSE,TRUE
PHW65_MOG_0029/PHB47,PHW65_MOG_0029,PHB47,TRUE,FALSE,TRUE
PHW65_MOG_0029/PHT69,PHW65_MOG_0029,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0032/LH195,PHW65_MOG_0032,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0032/PHT69,PHW65_MOG_0032,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0034/LH195,PHW65_MOG_0034,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0034/PHT69,PHW65_MOG_0034,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0036/LH195,PHW65_MOG_0036,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0036/PHT69,PHW65_MOG_0036,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0037/LH195,PHW65_MOG_0037,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0037/PHT69,PHW65_MOG_0037,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0038/LH195,PHW65_MOG_0038,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0038/PHT69,PHW65_MOG_0038,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0040/LH195,PHW65_MOG_0040,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0040/PHT69,PHW65_MOG_0040,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0041/LH195,PHW65_MOG_0041,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0041/PHT69,PHW65_MOG_0041,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0048/LH195,PHW65_MOG_0048,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0048/PHT69,PHW65_MOG_0048,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0050/LH195,PHW65_MOG_0050,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0050/PHT69,PHW65_MOG_0050,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0051/LH195,PHW65_MOG_0051,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0051/PHT69,PHW65_MOG_0051,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0052/LH195,PHW65_MOG_0052,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0052/PHT69,PHW65_MOG_0052,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0054/LH195,PHW65_MOG_0054,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0054/PHT69,PHW65_MOG_0054,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0055/LH195,PHW65_MOG_0055,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0055/PHT69,PHW65_MOG_0055,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0056/LH195,PHW65_MOG_0056,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0056/PHT69,PHW65_MOG_0056,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0057/LH195,PHW65_MOG_0057,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0057/PHT69,PHW65_MOG_0057,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0059/LH195,PHW65_MOG_0059,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0059/PHT69,PHW65_MOG_0059,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0060/LH195,PHW65_MOG_0060,LH195,TRUE,FALSE,FALSE
PHW65_MOG_0060/PHT69,PHW65_MOG_0060,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0061/LH195,PHW65_MOG_0061,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0061/PHT69,PHW65_MOG_0061,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0062/LH195,PHW65_MOG_0062,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0062/PHT69,PHW65_MOG_0062,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0063/LH195,PHW65_MOG_0063,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0063/PHT69,PHW65_MOG_0063,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0064/LH195,PHW65_MOG_0064,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0064/PHT69,PHW65_MOG_0064,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0067/PHT69,PHW65_MOG_0067,PHT69,TRUE,FALSE,FALSE
PHW65_MOG_0068/LH195,PHW65_MOG_0068,LH195,TRUE,FALSE,FALSE
PHW65_MOG_0068/PHT69,PHW65_MOG_0068,PHT69,TRUE,FALSE,FALSE
PHW65_MOG_0069/LH195,PHW65_MOG_0069,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0069/PHT69,PHW65_MOG_0069,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0071/LH195,PHW65_MOG_0071,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0071/PHT69,PHW65_MOG_0071,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0072/LH195,PHW65_MOG_0072,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0072/PHT69,PHW65_MOG_0072,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0075/LH195,PHW65_MOG_0075,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0075/PHT69,PHW65_MOG_0075,PHT69,TRUE,FALSE,FALSE
PHW65_MOG_0079/LH195,PHW65_MOG_0079,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0079/PHT69,PHW65_MOG_0079,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0082/LH195,PHW65_MOG_0082,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0082/PHT69,PHW65_MOG_0082,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0085/LH195,PHW65_MOG_0085,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0085/PHT69,PHW65_MOG_0085,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0086/LH195,PHW65_MOG_0086,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0086/PHT69,PHW65_MOG_0086,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0087/LH195,PHW65_MOG_0087,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0087/PHT69,PHW65_MOG_0087,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0089/LH195,PHW65_MOG_0089,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0089/PHT69,PHW65_MOG_0089,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0096/LH195,PHW65_MOG_0096,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0096/PHT69,PHW65_MOG_0096,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0098/LH195,PHW65_MOG_0098,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0098/PHT69,PHW65_MOG_0098,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0106/LH195,PHW65_MOG_0106,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0106/PHT69,PHW65_MOG_0106,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0108/LH195,PHW65_MOG_0108,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0108/PHT69,PHW65_MOG_0108,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0109/LH195,PHW65_MOG_0109,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0109/PHT69,PHW65_MOG_0109,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0111/LH195,PHW65_MOG_0111,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0111/PHT69,PHW65_MOG_0111,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0115/LH195,PHW65_MOG_0115,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0115/PHT69,PHW65_MOG_0115,PHT69,TRUE,FALSE,FALSE
PHW65_MOG_0116/LH195,PHW65_MOG_0116,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0116/PHT69,PHW65_MOG_0116,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0117/LH195,PHW65_MOG_0117,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0117/PHT69,PHW65_MOG_0117,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0118/LH195,PHW65_MOG_0118,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0118/PHT69,PHW65_MOG_0118,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0119/LH195,PHW65_MOG_0119,LH195,TRUE,FALSE,FALSE
PHW65_MOG_0119/PHT69,PHW65_MOG_0119,PHT69,TRUE,FALSE,FALSE
PHW65_MOG_0121/LH195,PHW65_MOG_0121,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0121/PHT69,PHW65_MOG_0121,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0122/LH195,PHW65_MOG_0122,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0122/PHT69,PHW65_MOG_0122,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0124/LH195,PHW65_MOG_0124,LH195,TRUE,FALSE,FALSE
PHW65_MOG_0124/PHT69,PHW65_MOG_0124,PHT69,TRUE,FALSE,FALSE
PHW65_MOG_0125/LH195,PHW65_MOG_0125,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0125/PHT69,PHW65_MOG_0125,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0126/LH195,PHW65_MOG_0126,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0126/PHT69,PHW65_MOG_0126,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0127/LH195,PHW65_MOG_0127,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0127/PHT69,PHW65_MOG_0127,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0128/LH195,PHW65_MOG_0128,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0128/PHT69,PHW65_MOG_0128,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0129/PHT69,PHW65_MOG_0129,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0130/LH195,PHW65_MOG_0130,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0130/PHT69,PHW65_MOG_0130,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0132/LH195,PHW65_MOG_0132,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0132/PHT69,PHW65_MOG_0132,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0133/LH195,PHW65_MOG_0133,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0133/PHT69,PHW65_MOG_0133,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0137/CG102,PHW65_MOG_0137,CG102,TRUE,FALSE,TRUE
PHW65_MOG_0137/LH185,PHW65_MOG_0137,LH185,TRUE,FALSE,TRUE
PHW65_MOG_0137/LH195,PHW65_MOG_0137,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0137/LH198,PHW65_MOG_0137,LH198,TRUE,FALSE,TRUE
PHW65_MOG_0137/LH244,PHW65_MOG_0137,LH244,FALSE,TRUE,TRUE
PHW65_MOG_0137/PHB47,PHW65_MOG_0137,PHB47,TRUE,FALSE,TRUE
PHW65_MOG_0137/PHT69,PHW65_MOG_0137,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0138/LH195,PHW65_MOG_0138,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0138/PHT69,PHW65_MOG_0138,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0139/LH195,PHW65_MOG_0139,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0139/PHT69,PHW65_MOG_0139,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0140/LH195,PHW65_MOG_0140,LH195,TRUE,FALSE,FALSE
PHW65_MOG_0142/LH195,PHW65_MOG_0142,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0142/PHT69,PHW65_MOG_0142,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0143/LH195,PHW65_MOG_0143,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0143/PHT69,PHW65_MOG_0143,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0145/LH195,PHW65_MOG_0145,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0145/PHT69,PHW65_MOG_0145,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0146/LH195,PHW65_MOG_0146,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0146/PHT69,PHW65_MOG_0146,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0148/LH195,PHW65_MOG_0148,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0148/PHT69,PHW65_MOG_0148,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0150/LH195,PHW65_MOG_0150,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0150/PHT69,PHW65_MOG_0150,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0152/LH195,PHW65_MOG_0152,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0152/PHT69,PHW65_MOG_0152,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0153/LH195,PHW65_MOG_0153,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0153/PHT69,PHW65_MOG_0153,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0155/LH195,PHW65_MOG_0155,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0155/PHT69,PHW65_MOG_0155,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0156/LH195,PHW65_MOG_0156,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0156/PHT69,PHW65_MOG_0156,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0157/LH195,PHW65_MOG_0157,LH195,TRUE,FALSE,FALSE
PHW65_MOG_0157/PHT69,PHW65_MOG_0157,PHT69,TRUE,FALSE,FALSE
PHW65_MOG_0159/LH195,PHW65_MOG_0159,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0159/PHT69,PHW65_MOG_0159,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0160/LH195,PHW65_MOG_0160,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0160/PHT69,PHW65_MOG_0160,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0162/LH195,PHW65_MOG_0162,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0162/PHT69,PHW65_MOG_0162,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0163/LH195,PHW65_MOG_0163,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0163/PHT69,PHW65_MOG_0163,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0170/LH195,PHW65_MOG_0170,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0170/PHT69,PHW65_MOG_0170,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0172/LH195,PHW65_MOG_0172,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0172/PHT69,PHW65_MOG_0172,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0173/LH195,PHW65_MOG_0173,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0173/PHT69,PHW65_MOG_0173,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0175/LH195,PHW65_MOG_0175,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0175/PHT69,PHW65_MOG_0175,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0176/CG102,PHW65_MOG_0176,CG102,TRUE,FALSE,TRUE
PHW65_MOG_0176/LH185,PHW65_MOG_0176,LH185,TRUE,FALSE,TRUE
PHW65_MOG_0176/LH195,PHW65_MOG_0176,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0176/LH198,PHW65_MOG_0176,LH198,TRUE,FALSE,TRUE
PHW65_MOG_0176/LH244,PHW65_MOG_0176,LH244,FALSE,TRUE,TRUE
PHW65_MOG_0176/PB80,PHW65_MOG_0176,PB80,TRUE,FALSE,TRUE
PHW65_MOG_0176/PHB47,PHW65_MOG_0176,PHB47,TRUE,FALSE,TRUE
PHW65_MOG_0176/PHT69,PHW65_MOG_0176,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0178/LH195,PHW65_MOG_0178,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0178/PHT69,PHW65_MOG_0178,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0179/LH195,PHW65_MOG_0179,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0179/PHT69,PHW65_MOG_0179,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0180/LH195,PHW65_MOG_0180,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0180/PHT69,PHW65_MOG_0180,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0181/LH195,PHW65_MOG_0181,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0181/PHT69,PHW65_MOG_0181,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0183/LH195,PHW65_MOG_0183,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0183/PHT69,PHW65_MOG_0183,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0190/LH195,PHW65_MOG_0190,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0190/PHT69,PHW65_MOG_0190,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0191/LH195,PHW65_MOG_0191,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0191/PHT69,PHW65_MOG_0191,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0192/LH195,PHW65_MOG_0192,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0192/PHT69,PHW65_MOG_0192,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0194/LH195,PHW65_MOG_0194,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0194/PHT69,PHW65_MOG_0194,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0195/LH195,PHW65_MOG_0195,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0195/PHT69,PHW65_MOG_0195,PHT69,TRUE,FALSE,FALSE
PHW65_MOG_0196/LH195,PHW65_MOG_0196,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0196/PHT69,PHW65_MOG_0196,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0199/LH195,PHW65_MOG_0199,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0199/PHT69,PHW65_MOG_0199,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0200/LH195,PHW65_MOG_0200,LH195,TRUE,FALSE,FALSE
PHW65_MOG_0200/PHT69,PHW65_MOG_0200,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0201/LH195,PHW65_MOG_0201,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0201/PHT69,PHW65_MOG_0201,PHT69,TRUE,FALSE,TRUE
PHW65_MOG_0203/LH195,PHW65_MOG_0203,LH195,TRUE,FALSE,TRUE
PHW65_MOG_0203/PHT69,PHW65_MOG_0203,PHT69,TRUE,FALSE,TRUE
